StoreID,StoreName,City,ClimateTag,StyleCode,StyleName,Colour,Brick,Segment,Fabric,CurrentStock,ReorderPoint,SafetyStock,StockStatus,LastUpdated
ST01,Store 1,Delhi,"Winter-heavy, North",AAS711,AeroActive Shorts,Black,Shorts,Mens,Poly Knit,89,26,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",ADJ660,AllDay Denim Jogger,Dark Blue,Jogger,Mens,Denim,84,25,16,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",ALV310,AeroLite Vest,Black,Vest,Mens,Poly Blend,142,42,28,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",APJ001,Alpine Puffer Jacket,Navy,Jacket,Mens,Polyester,204,61,40,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",BLK212,BreezeLite Kurta,Teal,Kurta,Mens,Cotton-Linen,125,37,25,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",BOS120,Boardroom Oxford Shirt,Light Blue,Shirt,Mens,Oxford Cotton,107,32,21,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",BSS260,Bedtime Story Set,Baby Blue,Pyjama Set,Kids,Cotton,113,33,22,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CLS920,Coastline Linen Shirt,Sand,Shirt,Mens,Linen,102,30,20,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CLT612,CloudSoft Lounge Tee,Grey,T-Shirt,Mens,Cotton,71,21,14,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CMH215,ChillMode Hoodie,Bottle Green,Hoodie,Mens,Fleece,86,25,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CNPS778,CozyNest Pyjama Set,Lavender,Pyjama Set,Womens,Cotton,51,15,10,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CSC332,CityStride Chinos,Stone,Trousers,Mens,Cotton,116,34,23,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",CWS888,CloudWalk Sneakers,White,Shoes,Mens,Mesh,164,49,32,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",DFJ821,Denim Force Jeans,Indigo,Jeans,Mens,Denim,175,52,35,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",EVT040,Everyday Tank,White,Vest,Mens,Cotton,176,52,35,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",FAK288,FestiveAura Kurta,Mustard,Kurta,Womens,Rayon-Silk,149,44,29,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",FSK507,FestiveSpark Kurta,Emerald,Kurta,Mens,Silk Blend,172,51,34,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",GSJ014,Glacier Shield Jacket,Olive,Jacket,Mens,Nylon Blend,203,60,40,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",HGH112,HeatGuard Hoodie,Black,Hoodie,Mens,Fleece,75,22,15,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",HNJ333,Heritage Nehru Jacket,Ivory,Jacket,Mens,Silk Blend,336,100,67,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",LSK551,LuxeSilk Kurta Set,Maroon,Kurta Set,Womens,Silk Blend,118,35,23,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",MGJ720,MonsoonGuard Jacket,Forest Green,Jacket,Womens,Waterproof Nylon,246,73,49,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",MMD777,Midnight Maxi Dress,Navy,Dress,Womens,Viscose,113,33,22,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",MRT210,MorningRun Tee,Neon Green,T-Shirt,Mens,Polyester,120,36,24,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",MSS441,MetroStretch Shirt,White,Shirt,Mens,Poplin,112,33,22,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",ODS901,OceanWash Denim Shirt,Light Blue,Shirt,Mens,Denim,90,27,18,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",PTD412,Playtime Dungaree,Denim Blue,Dungaree,Kids,Denim,120,36,24,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",RDW300,RainDance Windcheater,Yellow,Jacket,Kids,Nylon,66,19,13,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SBD931,SummerBloom Dress,Peach,Dress,Womens,Rayon,59,17,11,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SFL909,SparkFest Lehenga Set,Fuchsia,Lehenga Set,Girls,Silk Blend,88,26,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SGP880,StormGuard Parka,Deep Green,Jacket,Mens,Polyester,156,46,31,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SKT145,SunSafe Kids Tee,Orange,T-Shirt,Kids,Cotton,87,26,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SRS744,Sunset Resort Shirt,Coral,Shirt,Mens,Rayon,93,27,18,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",SYL330,Studio Yoga Leggings,Black,Leggings,Womens,Nylon-Spandex,87,26,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",TFC331,TerraFlex Cargo,Khaki,Cargo,Mens,Twill,170,51,34,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",TFS522,TerraForm Shorts,Beige,Shorts,Mens,Cotton Twill,67,20,13,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",TTP665,TrailBlaze Trackpant,Charcoal,Jogger,Mens,Poly Knit,143,42,28,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",UEO543,UrbanEdge Overshirt,Charcoal,Shirt,Mens,Twill,151,45,30,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",ULP019,UltraLite Polo,Sky Blue,T-Shirt,Mens,Pique Knit,192,57,38,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",WJS555,Weekend Jog Set,Navy,Tracksuit,Mens,Cotton Blend,85,25,17,IN_STOCK,2025-12-06 08:20:41
ST01,Store 1,Delhi,"Winter-heavy, North",WST661,WinterShield Thermal,Charcoal,Thermal,Mens,Thermal Cotton,223,66,44,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",AAS711,AeroActive Shorts,Black,Shorts,Mens,Poly Knit,67,20,13,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",ADJ660,AllDay Denim Jogger,Dark Blue,Jogger,Mens,Denim,62,18,12,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",ALV310,AeroLite Vest,Black,Vest,Mens,Poly Blend,73,21,14,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",APJ001,Alpine Puffer Jacket,Navy,Jacket,Mens,Polyester,171,51,34,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",BLK212,BreezeLite Kurta,Teal,Kurta,Mens,Cotton-Linen,147,44,29,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",BOS120,Boardroom Oxford Shirt,Light Blue,Shirt,Mens,Oxford Cotton,192,57,38,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",BSS260,Bedtime Story Set,Baby Blue,Pyjama Set,Kids,Cotton,151,45,30,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CLS920,Coastline Linen Shirt,Sand,Shirt,Mens,Linen,83,24,16,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CLT612,CloudSoft Lounge Tee,Grey,T-Shirt,Mens,Cotton,144,43,28,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CMH215,ChillMode Hoodie,Bottle Green,Hoodie,Mens,Fleece,101,30,20,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CNPS778,CozyNest Pyjama Set,Lavender,Pyjama Set,Womens,Cotton,80,24,16,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CSC332,CityStride Chinos,Stone,Trousers,Mens,Cotton,75,22,15,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",CWS888,CloudWalk Sneakers,White,Shoes,Mens,Mesh,55,16,11,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",DFJ821,Denim Force Jeans,Indigo,Jeans,Mens,Denim,166,49,33,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",EVT040,Everyday Tank,White,Vest,Mens,Cotton,98,29,19,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",FAK288,FestiveAura Kurta,Mustard,Kurta,Womens,Rayon-Silk,144,43,28,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",FSK507,FestiveSpark Kurta,Emerald,Kurta,Mens,Silk Blend,139,41,27,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",GSJ014,Glacier Shield Jacket,Olive,Jacket,Mens,Nylon Blend,246,73,49,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",HGH112,HeatGuard Hoodie,Black,Hoodie,Mens,Fleece,104,31,20,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",HNJ333,Heritage Nehru Jacket,Ivory,Jacket,Mens,Silk Blend,107,32,21,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",LSK551,LuxeSilk Kurta Set,Maroon,Kurta Set,Womens,Silk Blend,134,40,26,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",MGJ720,MonsoonGuard Jacket,Forest Green,Jacket,Womens,Waterproof Nylon,234,70,46,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",MMD777,Midnight Maxi Dress,Navy,Dress,Womens,Viscose,131,39,26,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",MRT210,MorningRun Tee,Neon Green,T-Shirt,Mens,Polyester,92,27,18,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",MSS441,MetroStretch Shirt,White,Shirt,Mens,Poplin,161,48,32,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",ODS901,OceanWash Denim Shirt,Light Blue,Shirt,Mens,Denim,187,56,37,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",PTD412,Playtime Dungaree,Denim Blue,Dungaree,Kids,Denim,205,61,41,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",RDW300,RainDance Windcheater,Yellow,Jacket,Kids,Nylon,253,75,50,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SBD931,SummerBloom Dress,Peach,Dress,Womens,Rayon,100,30,20,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SFL909,SparkFest Lehenga Set,Fuchsia,Lehenga Set,Girls,Silk Blend,51,15,10,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SGP880,StormGuard Parka,Deep Green,Jacket,Mens,Polyester,160,48,32,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SKT145,SunSafe Kids Tee,Orange,T-Shirt,Kids,Cotton,95,28,19,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SRS744,Sunset Resort Shirt,Coral,Shirt,Mens,Rayon,190,57,38,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",SYL330,Studio Yoga Leggings,Black,Leggings,Womens,Nylon-Spandex,72,21,14,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",TFC331,TerraFlex Cargo,Khaki,Cargo,Mens,Twill,119,35,23,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",TFS522,TerraForm Shorts,Beige,Shorts,Mens,Cotton Twill,20,6,4,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",TTP665,TrailBlaze Trackpant,Charcoal,Jogger,Mens,Poly Knit,130,39,26,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",UEO543,UrbanEdge Overshirt,Charcoal,Shirt,Mens,Twill,74,22,14,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",ULP019,UltraLite Polo,Sky Blue,T-Shirt,Mens,Pique Knit,181,54,36,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",WJS555,Weekend Jog Set,Navy,Tracksuit,Mens,Cotton Blend,149,44,29,IN_STOCK,2025-12-06 08:20:41
ST02,Store 2,Jaipur,"Semi-winter, Festive",WST661,WinterShield Thermal,Charcoal,Thermal,Mens,Thermal Cotton,205,61,41,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",AAS711,AeroActive Shorts,Black,Shorts,Mens,Poly Knit,28,8,5,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",ADJ660,AllDay Denim Jogger,Dark Blue,Jogger,Mens,Denim,113,33,22,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",ALV310,AeroLite Vest,Black,Vest,Mens,Poly Blend,165,49,33,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",APJ001,Alpine Puffer Jacket,Navy,Jacket,Mens,Polyester,138,41,27,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",BLK212,BreezeLite Kurta,Teal,Kurta,Mens,Cotton-Linen,105,31,21,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",BOS120,Boardroom Oxford Shirt,Light Blue,Shirt,Mens,Oxford Cotton,144,43,28,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",BSS260,Bedtime Story Set,Baby Blue,Pyjama Set,Kids,Cotton,122,36,24,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CLS920,Coastline Linen Shirt,Sand,Shirt,Mens,Linen,186,55,37,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CLT612,CloudSoft Lounge Tee,Grey,T-Shirt,Mens,Cotton,210,63,42,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CMH215,ChillMode Hoodie,Bottle Green,Hoodie,Mens,Fleece,231,69,46,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CNPS778,CozyNest Pyjama Set,Lavender,Pyjama Set,Womens,Cotton,139,41,27,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CSC332,CityStride Chinos,Stone,Trousers,Mens,Cotton,191,57,38,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",CWS888,CloudWalk Sneakers,White,Shoes,Mens,Mesh,75,22,15,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",DFJ821,Denim Force Jeans,Indigo,Jeans,Mens,Denim,144,43,28,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",EVT040,Everyday Tank,White,Vest,Mens,Cotton,117,35,23,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",FAK288,FestiveAura Kurta,Mustard,Kurta,Womens,Rayon-Silk,88,26,17,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",FSK507,FestiveSpark Kurta,Emerald,Kurta,Mens,Silk Blend,149,44,29,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",GSJ014,Glacier Shield Jacket,Olive,Jacket,Mens,Nylon Blend,128,38,25,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",HGH112,HeatGuard Hoodie,Black,Hoodie,Mens,Fleece,59,17,11,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",HNJ333,Heritage Nehru Jacket,Ivory,Jacket,Mens,Silk Blend,256,76,51,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",LSK551,LuxeSilk Kurta Set,Maroon,Kurta Set,Womens,Silk Blend,110,33,22,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",MGJ720,MonsoonGuard Jacket,Forest Green,Jacket,Womens,Waterproof Nylon,166,49,33,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",MMD777,Midnight Maxi Dress,Navy,Dress,Womens,Viscose,46,13,9,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",MRT210,MorningRun Tee,Neon Green,T-Shirt,Mens,Polyester,168,50,33,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",MSS441,MetroStretch Shirt,White,Shirt,Mens,Poplin,215,64,43,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",ODS901,OceanWash Denim Shirt,Light Blue,Shirt,Mens,Denim,226,67,45,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",PTD412,Playtime Dungaree,Denim Blue,Dungaree,Kids,Denim,196,58,39,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",RDW300,RainDance Windcheater,Yellow,Jacket,Kids,Nylon,124,37,24,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SBD931,SummerBloom Dress,Peach,Dress,Womens,Rayon,130,39,26,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SFL909,SparkFest Lehenga Set,Fuchsia,Lehenga Set,Girls,Silk Blend,148,44,29,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SGP880,StormGuard Parka,Deep Green,Jacket,Mens,Polyester,157,47,31,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SKT145,SunSafe Kids Tee,Orange,T-Shirt,Kids,Cotton,111,33,22,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SRS744,Sunset Resort Shirt,Coral,Shirt,Mens,Rayon,158,47,31,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",SYL330,Studio Yoga Leggings,Black,Leggings,Womens,Nylon-Spandex,105,31,21,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",TFC331,TerraFlex Cargo,Khaki,Cargo,Mens,Twill,184,55,36,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",TFS522,TerraForm Shorts,Beige,Shorts,Mens,Cotton Twill,60,18,12,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",TTP665,TrailBlaze Trackpant,Charcoal,Jogger,Mens,Poly Knit,51,15,10,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",UEO543,UrbanEdge Overshirt,Charcoal,Shirt,Mens,Twill,189,56,37,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",ULP019,UltraLite Polo,Sky Blue,T-Shirt,Mens,Pique Knit,94,28,18,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",WJS555,Weekend Jog Set,Navy,Tracksuit,Mens,Cotton Blend,58,17,11,IN_STOCK,2025-12-06 08:20:41
ST03,Store 3,Mumbai,"Humid, No winter",WST661,WinterShield Thermal,Charcoal,Thermal,Mens,Thermal Cotton,88,26,17,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,AAS711,AeroActive Shorts,Black,Shorts,Mens,Poly Knit,105,31,21,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,ADJ660,AllDay Denim Jogger,Dark Blue,Jogger,Mens,Denim,115,34,23,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,ALV310,AeroLite Vest,Black,Vest,Mens,Poly Blend,153,45,30,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,APJ001,Alpine Puffer Jacket,Navy,Jacket,Mens,Polyester,128,38,25,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,BLK212,BreezeLite Kurta,Teal,Kurta,Mens,Cotton-Linen,103,30,20,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,BOS120,Boardroom Oxford Shirt,Light Blue,Shirt,Mens,Oxford Cotton,208,62,41,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,BSS260,Bedtime Story Set,Baby Blue,Pyjama Set,Kids,Cotton,89,26,17,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,CLS920,Coastline Linen Shirt,Sand,Shirt,Mens,Linen,236,70,47,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,CLT612,CloudSoft Lounge Tee,Grey,T-Shirt,Mens,Cotton,90,27,18,IN_STOCK,2025-12-06 08:20:41
ST04,Store 4,Bengaluru,Mild weather,CMH215,ChillMode Hoodie,Bottle Green,Hoodie,Mens,Fleece,192,57,38,IN_STOCK,2025-12-06 08:20:41
